ID;Bestedingen;Perioden;HICP_1;HICPConstanteBelastingen_2;MaandmutatieHICP_3;MaandmutatieHICPConstanteBelastingen_4;JaarmutatieHICP_5;JaarmutatieHICPConstanteBelastingen_6;Wegingscoefficient_7
0;0;2002 januari;93.38;94.09;;;;;100000
1;0;2002 februari;93.87;94.59;0.5;0.5;;;100000
2;0;2002 maart;94.83;95.61;1.0;1.1;;;100000
3;0;2002 april;95.48;96.23;0.7;0.6;;;100000
4;0;2002 mei;95.31;96.13;-0.2;-0.1;;;100000
5;0;2002 juni;94.99;95.76;-0.3;-0.4;;;100000
6;0;2002 juli;94.91;95.65;-0.1;-0.1;;;100000
7;0;2002 augustus;95.07;95.84;0.2;0.2;;;100000
8;0;2002 september;96.04;96.8;1.0;1.0;;;100000
9;0;2002 oktober;95.96;96.74;-0.1;-0.1;;;100000
10;0;2002 november;95.48;96.29;-0.5;-0.5;;;100000
11;0;2002 december;95.31;96.14;-0.2;-0.2;;;100000
12;0;2002;95.05;95.82;;;;;100000
13;0;2003 januari;95.88;96.39;0.6;0.3;2.7;2.4;100000
14;0;2003 februari;96.6;97.09;0.8;0.7;2.9;2.6;100000
15;0;2003 maart;97.49;97.97;0.9;0.9;2.8;2.5;100000
16;0;2003 april;97.57;98.07;0.1;0.1;2.2;1.9;100000
17;0;2003 mei;97.49;98.02;-0.1;-0.1;2.3;2.0;100000
18;0;2003 juni;97.0;97.56;-0.5;-0.5;2.1;1.9;100000
19;0;2003 juli;96.92;97.56;-0.1;0.0;2.1;2.0;100000
20;0;2003 augustus;97.16;97.81;0.2;0.3;2.2;2.1;100000
21;0;2003 september;97.97;98.62;0.8;0.8;2.0;1.9;100000
22;0;2003 oktober;97.81;98.42;-0.2;-0.2;1.9;1.7;100000
23;0;2003 november;97.41;98.08;-0.4;-0.3;2.0;1.9;100000
24;0;2003 december;96.84;97.47;-0.6;-0.6;1.6;1.4;100000
25;0;2003;97.18;97.76;;;2.2;2.0;100000
26;0;2004 januari;97.33;97.79;0.5;0.3;1.5;1.5;100000
27;0;2004 februari;97.89;98.35;0.6;0.6;1.3;1.3;100000
28;0;2004 maart;98.69;99.04;0.8;0.7;1.2;1.1;100000
29;0;2004 april;99.01;99.25;0.3;0.2;1.5;1.2;100000
30;0;2004 mei;99.18;99.41;0.2;0.2;1.7;1.4;100000
31;0;2004 juni;98.45;98.73;-0.7;-0.7;1.5;1.2;100000
32;0;2004 juli;98.13;98.31;-0.3;-0.4;1.2;0.8;100000
33;0;2004 augustus;98.29;98.49;0.2;0.2;1.2;0.7;100000
34;0;2004 september;99.1;99.32;0.8;0.8;1.2;0.7;100000
35;0;2004 oktober;99.26;99.44;0.2;0.1;1.5;1.0;100000
36;0;2004 november;98.85;99.08;-0.4;-0.4;1.5;1.0;100000
37;0;2004 december;98.05;98.26;-0.8;-0.8;1.2;0.8;100000
38;0;2004;98.52;98.79;;;1.4;1.1;100000
39;0;2005 januari;98.53;98.54;0.5;0.3;1.2;0.8;100000
40;0;2005 februari;99.34;99.31;0.8;0.8;1.5;1.0;100000
41;0;2005 maart;100.14;100.18;0.8;0.9;1.5;1.2;100000
42;0;2005 april;100.3;100.3;0.2;0.1;1.3;1.1;100000
43;0;2005 mei;100.22;100.22;-0.1;-0.1;1.0;0.8;100000
44;0;2005 juni;99.9;99.9;-0.3;-0.3;1.5;1.2;100000
45;0;2005 juli;99.58;99.56;-0.3;-0.3;1.5;1.3;100000
46;0;2005 augustus;99.9;99.94;0.3;0.4;1.6;1.5;100000
47;0;2005 september;100.78;100.77;0.9;0.8;1.7;1.5;100000
