ID;LeeftijdJongsteKind;LeeftijdReferentiepersoon;Perioden;HuishoudensMetKinderen_1
0;Totaal over alle leeftijden ;Totaal;2019;2602060
1;Totaal over alle leeftijden ;Totaal;2020;2607177
2;Totaal over alle leeftijden ;Totaal;2021;2610911
3;Totaal over alle leeftijden ;Totaal;2022;2613832
4;Totaal over alle leeftijden ;Totaal;2023;2616810
5;Totaal over alle leeftijden ;Totaal;2024;2620007
6;Totaal over alle leeftijden ;Totaal;2025;2622135
7;Totaal over alle leeftijden ;Totaal;2026;2624651
8;Totaal over alle leeftijden ;Totaal;2027;2627206
9;Totaal over alle leeftijden ;Totaal;2028;2630645
10;Totaal over alle leeftijden ;Totaal;2029;2635958
11;Totaal over alle leeftijden ;Totaal;2030;2642887
12;Totaal over alle leeftijden ;Totaal;2031;2650274
13;Totaal over alle leeftijden ;Totaal;2032;2658009
14;Totaal over alle leeftijden ;Totaal;2033;2664386
15;Totaal over alle leeftijden ;Totaal;2034;2672912
16;Totaal over alle leeftijden ;Totaal;2035;2680648
17;Totaal over alle leeftijden ;Totaal;2036;2689412
18;Totaal over alle leeftijden ;Totaal;2037;2698055
19;Totaal over alle leeftijden ;Totaal;2038;2707380
20;Totaal over alle leeftijden ;Totaal;2039;2717071
21;Totaal over alle leeftijden ;Totaal;2040;2726889
22;Totaal over alle leeftijden ;Totaal;2041;2735595
23;Totaal over alle leeftijden ;Totaal;2042;2743319
24;Totaal over alle leeftijden ;Totaal;2043;2750433
25;Totaal over alle leeftijden ;Totaal;2044;2757134
26;Totaal over alle leeftijden ;Totaal;2045;2763110
27;Totaal over alle leeftijden ;Totaal;2046;2768238
28;Totaal over alle leeftijden ;Totaal;2047;2772412
29;Totaal over alle leeftijden ;Totaal;2048;2775742
30;Totaal over alle leeftijden ;Totaal;2049;2778100
31;Totaal over alle leeftijden ;Totaal;2050;2779712
32;Totaal over alle leeftijden ;Totaal;2051;2780624
33;Totaal over alle leeftijden ;Totaal;2052;2780938
34;Totaal over alle leeftijden ;Totaal;2053;2781028
35;Totaal over alle leeftijden ;Totaal;2054;2780959
36;Totaal over alle leeftijden ;Totaal;2055;2780959
37;Totaal over alle leeftijden ;Totaal;2056;2781098
38;Totaal over alle leeftijden ;Totaal;2057;2781525
39;Totaal over alle leeftijden ;Totaal;2058;2782198
40;Totaal over alle leeftijden ;Totaal;2059;2783250
41;Totaal over alle leeftijden ;Totaal;2060;2784662
42;Totaal over alle leeftijden ;15 tot 20 jaar;2019;765
43;Totaal over alle leeftijden ;15 tot 20 jaar;2020;840
44;Totaal over alle leeftijden ;15 tot 20 jaar;2021;844
45;Totaal over alle leeftijden ;15 tot 20 jaar;2022;846
46;Totaal over alle leeftijden ;15 tot 20 jaar;2023;831
47;Totaal over alle leeftijden ;15 tot 20 jaar;2024;816
48;Totaal over alle leeftijden ;15 tot 20 jaar;2025;800
49;Totaal over alle leeftijden ;15 tot 20 jaar;2026;796
50;Totaal over alle leeftijden ;15 tot 20 jaar;2027;793
51;Totaal over alle leeftijden ;15 tot 20 jaar;2028;796
52;Totaal over alle leeftijden ;15 tot 20 jaar;2029;796
53;Totaal over alle leeftijden ;15 tot 20 jaar;2030;790
54;Totaal over alle leeftijden ;15 tot 20 jaar;2031;776
55;Totaal over alle leeftijden ;15 tot 20 jaar;2032;769
56;Totaal over alle leeftijden ;15 tot 20 jaar;2033;764
57;Totaal over alle leeftijden ;15 tot 20 jaar;2034;768
58;Totaal over alle leeftijden ;15 tot 20 jaar;2035;758
59;Totaal over alle leeftijden ;15 tot 20 jaar;2036;759
60;Totaal over alle leeftijden ;15 tot 20 jaar;2037;756
61;Totaal over alle leeftijden ;15 tot 20 jaar;2038;758
62;Totaal over alle leeftijden ;15 tot 20 jaar;2039;770
63;Totaal over alle leeftijden ;15 tot 20 jaar;2040;782
64;Totaal over alle leeftijden ;15 tot 20 jaar;2041;791
65;Totaal over alle leeftijden ;15 tot 20 jaar;2042;803
66;Totaal over alle leeftijden ;15 tot 20 jaar;2043;812
67;Totaal over alle leeftijden ;15 tot 20 jaar;2044;821
68;Totaal over alle leeftijden ;15 tot 20 jaar;2045;831
69;Totaal over alle leeftijden ;15 tot 20 jaar;2046;838
70;Totaal over alle leeftijden ;15 tot 20 jaar;2047;842
71;Totaal over alle leeftijden ;15 tot 20 jaar;2048;848
72;Totaal over alle leeftijden ;15 tot 20 jaar;2049;850
73;Totaal over alle leeftijden ;15 tot 20 jaar;2050;851
74;Totaal over alle leeftijden ;15 tot 20 jaar;2051;850
75;Totaal over alle leeftijden ;15 tot 20 jaar;2052;850
76;Totaal over alle leeftijden ;15 tot 20 jaar;2053;850
77;Totaal over alle leeftijden ;15 tot 20 jaar;2054;847
78;Totaal over alle leeftijden ;15 tot 20 jaar;2055;845
79;Totaal over alle leeftijden ;15 tot 20 jaar;2056;842
80;Totaal over alle leeftijden ;15 tot 20 jaar;2057;839
81;Totaal over alle leeftijden ;15 tot 20 jaar;2058;836
82;Totaal over alle leeftijden ;15 tot 20 jaar;2059;831
83;Totaal over alle leeftijden ;15 tot 20 jaar;2060;826
84;Totaal over alle leeftijden ;20 tot 25 jaar;2019;13598
85;Totaal over alle leeftijden ;20 tot 25 jaar;2020;13383
86;Totaal over alle leeftijden ;20 tot 25 jaar;2021;13354
87;Totaal over alle leeftijden ;20 tot 25 jaar;2022;13611
88;Totaal over alle leeftijden ;20 tot 25 jaar;2023;13803
89;Totaal over alle leeftijden ;20 tot 25 jaar;2024;13883
90;Totaal over alle leeftijden ;20 tot 25 jaar;2025;13912
91;Totaal over alle leeftijden ;20 tot 25 jaar;2026;13785
92;Totaal over alle leeftijden ;20 tot 25 jaar;2027;13665
93;Totaal over alle leeftijden ;20 tot 25 jaar;2028;13500
94;Totaal over alle leeftijden ;20 tot 25 jaar;2029;13299
95;Totaal over alle leeftijden ;20 tot 25 jaar;2030;13164
96;Totaal over alle leeftijden ;20 tot 25 jaar;2031;13114
97;Totaal over alle leeftijden ;20 tot 25 jaar;2032;13086
98;Totaal over alle leeftijden ;20 tot 25 jaar;2033;13079
99;Totaal over alle leeftijden ;20 tot 25 jaar;2034;12999
100;Totaal over alle leeftijden ;20 tot 25 jaar;2035;12886
101;Totaal over alle leeftijden ;20 tot 25 jaar;2036;12731
102;Totaal over alle leeftijden ;20 tot 25 jaar;2037;12627
103;Totaal over alle leeftijden ;20 tot 25 jaar;2038;12552
104;Totaal over alle leeftijden ;20 tot 25 jaar;2039;12553
105;Totaal over alle leeftijden ;20 tot 25 jaar;2040;12488
106;Totaal over alle leeftijden ;20 tot 25 jaar;2041;12512
107;Totaal over alle leeftijden ;20 tot 25 jaar;2042;12532
108;Totaal over alle leeftijden ;20 tot 25 jaar;2043;12638
109;Totaal over alle leeftijden ;20 tot 25 jaar;2044;12779
110;Totaal over alle leeftijden ;20 tot 25 jaar;2045;12936
111;Totaal over alle leeftijden ;20 tot 25 jaar;2046;13115
112;Totaal over alle leeftijden ;20 tot 25 jaar;2047;13282
113;Totaal over alle leeftijden ;20 tot 25 jaar;2048;13447
114;Totaal over alle leeftijden ;20 tot 25 jaar;2049;13596
115;Totaal over alle leeftijden ;20 tot 25 jaar;2050;13725
116;Totaal over alle leeftijden ;20 tot 25 jaar;2051;13825
117;Totaal over alle leeftijden ;20 tot 25 jaar;2052;13911
118;Totaal over alle leeftijden ;20 tot 25 jaar;2053;13973
119;Totaal over alle leeftijden ;20 tot 25 jaar;2054;14014
120;Totaal over alle leeftijden ;20 tot 25 jaar;2055;14032
121;Totaal over alle leeftijden ;20 tot 25 jaar;2056;14031
122;Totaal over alle leeftijden ;20 tot 25 jaar;2057;14020
123;Totaal over alle leeftijden ;20 tot 25 jaar;2058;13999
124;Totaal over alle leeftijden ;20 tot 25 jaar;2059;13965
125;Totaal over alle leeftijden ;20 tot 25 jaar;2060;13920
126;Totaal over alle leeftijden ;25 tot 30 jaar;2019;85943
127;Totaal over alle leeftijden ;25 tot 30 jaar;2020;85714
128;Totaal over alle leeftijden ;25 tot 30 jaar;2021;85377
129;Totaal over alle leeftijden ;25 tot 30 jaar;2022;85199
130;Totaal over alle leeftijden ;25 tot 30 jaar;2023;85421
131;Totaal over alle leeftijden ;25 tot 30 jaar;2024;85879
132;Totaal over alle leeftijden ;25 tot 30 jaar;2025;86513
133;Totaal over alle leeftijden ;25 tot 30 jaar;2026;87478
134;Totaal over alle leeftijden ;25 tot 30 jaar;2027;88562
135;Totaal over alle leeftijden ;25 tot 30 jaar;2028;89302
136;Totaal over alle leeftijden ;25 tot 30 jaar;2029;89511
137;Totaal over alle leeftijden ;25 tot 30 jaar;2030;89341
138;Totaal over alle leeftijden ;25 tot 30 jaar;2031;88582
139;Totaal over alle leeftijden ;25 tot 30 jaar;2032;87738
140;Totaal over alle leeftijden ;25 tot 30 jaar;2033;86776
141;Totaal over alle leeftijden ;25 tot 30 jaar;2034;85850
142;Totaal over alle leeftijden ;25 tot 30 jaar;2035;85211
143;Totaal over alle leeftijden ;25 tot 30 jaar;2036;84873
144;Totaal over alle leeftijden ;25 tot 30 jaar;2037;84518
145;Totaal over alle leeftijden ;25 tot 30 jaar;2038;84171
146;Totaal over alle leeftijden ;25 tot 30 jaar;2039;83523
147;Totaal over alle leeftijden ;25 tot 30 jaar;2040;82871
148;Totaal over alle leeftijden ;25 tot 30 jaar;2041;82115
149;Totaal over alle leeftijden ;25 tot 30 jaar;2042;81619
150;Totaal over alle leeftijden ;25 tot 30 jaar;2043;81294
151;Totaal over alle leeftijden ;25 tot 30 jaar;2044;81259
152;Totaal over alle leeftijden ;25 tot 30 jaar;2045;81191
153;Totaal over alle leeftijden ;25 tot 30 jaar;2046;81479
154;Totaal over alle leeftijden ;25 tot 30 jaar;2047;81908
155;Totaal over alle leeftijden ;25 tot 30 jaar;2048;82667
156;Totaal over alle leeftijden ;25 tot 30 jaar;2049;83585
157;Totaal over alle leeftijden ;25 tot 30 jaar;2050;84586
158;Totaal over alle leeftijden ;25 tot 30 jaar;2051;85639
159;Totaal over alle leeftijden ;25 tot 30 jaar;2052;86645
160;Totaal over alle leeftijden ;25 tot 30 jaar;2053;87593
161;Totaal over alle leeftijden ;25 tot 30 jaar;2054;88429
162;Totaal over alle leeftijden ;25 tot 30 jaar;2055;89142
163;Totaal over alle leeftijden ;25 tot 30 jaar;2056;89731
164;Totaal over alle leeftijden ;25 tot 30 jaar;2057;90182
165;Totaal over alle leeftijden ;25 tot 30 jaar;2058;90492
166;Totaal over alle leeftijden ;25 tot 30 jaar;2059;90674
167;Totaal over alle leeftijden ;25 tot 30 jaar;2060;90737
168;Totaal over alle leeftijden ;30 tot 35 jaar;2019;238834
169;Totaal over alle leeftijden ;30 tot 35 jaar;2020;239197
170;Totaal over alle leeftijden ;30 tot 35 jaar;2021;240225
171;Totaal over alle leeftijden ;30 tot 35 jaar;2022;240861
172;Totaal over alle leeftijden ;30 tot 35 jaar;2023;242181
173;Totaal over alle leeftijden ;30 tot 35 jaar;2024;244455
174;Totaal over alle leeftijden ;30 tot 35 jaar;2025;246484
175;Totaal over alle leeftijden ;30 tot 35 jaar;2026;247919
176;Totaal over alle leeftijden ;30 tot 35 jaar;2027;249398
177;Totaal over alle leeftijden ;30 tot 35 jaar;2028;251318
178;Totaal over alle leeftijden ;30 tot 35 jaar;2029;253655
179;Totaal over alle leeftijden ;30 tot 35 jaar;2030;255911
180;Totaal over alle leeftijden ;30 tot 35 jaar;2031;258386
181;Totaal over alle leeftijden ;30 tot 35 jaar;2032;260319
182;Totaal over alle leeftijden ;30 tot 35 jaar;2033;261248
183;Totaal over alle leeftijden ;30 tot 35 jaar;2034;260891
184;Totaal over alle leeftijden ;30 tot 35 jaar;2035;259551
185;Totaal over alle leeftijden ;30 tot 35 jaar;2036;257120
186;Totaal over alle leeftijden ;30 tot 35 jaar;2037;254609
187;Totaal over alle leeftijden ;30 tot 35 jaar;2038;252096
188;Totaal over alle leeftijden ;30 tot 35 jaar;2039;249882
189;Totaal over alle leeftijden ;30 tot 35 jaar;2040;248293
190;Totaal over alle leeftijden ;30 tot 35 jaar;2041;247169
191;Totaal over alle leeftijden ;30 tot 35 jaar;2042;245894
192;Totaal over alle leeftijden ;30 tot 35 jaar;2043;244573
193;Totaal over alle leeftijden ;30 tot 35 jaar;2044;242741
194;Totaal over alle leeftijden ;30 tot 35 jaar;2045;241117
195;Totaal over alle leeftijden ;30 tot 35 jaar;2046;239490
196;Totaal over alle leeftijden ;30 tot 35 jaar;2047;238560
197;Totaal over alle leeftijden ;30 tot 35 jaar;2048;238107
198;Totaal over alle leeftijden ;30 tot 35 jaar;2049;238398
199;Totaal over alle leeftijden ;30 tot 35 jaar;2050;238864
200;Totaal over alle leeftijden ;30 tot 35 jaar;2051;240186
201;Totaal over alle leeftijden ;30 tot 35 jaar;2052;241885
202;Totaal over alle leeftijden ;30 tot 35 jaar;2053;244293
203;Totaal over alle leeftijden ;30 tot 35 jaar;2054;247012
204;Totaal over alle leeftijden ;30 tot 35 jaar;2055;249853
205;Totaal over alle leeftijden ;30 tot 35 jaar;2056;252705
206;Totaal over alle leeftijden ;30 tot 35 jaar;2057;255374
207;Totaal over alle leeftijden ;30 tot 35 jaar;2058;257800
208;Totaal over alle leeftijden ;30 tot 35 jaar;2059;259897
209;Totaal over alle leeftijden ;30 tot 35 jaar;2060;261635
210;Totaal over alle leeftijden ;35 tot 40 jaar;2019;349421
211;Totaal over alle leeftijden ;35 tot 40 jaar;2020;351571
212;Totaal over alle leeftijden ;35 tot 40 jaar;2021;351851
213;Totaal over alle leeftijden ;35 tot 40 jaar;2022;354315
214;Totaal over alle leeftijden ;35 tot 40 jaar;2023;358376
215;Totaal over alle leeftijden ;35 tot 40 jaar;2024;362537
216;Totaal over alle leeftijden ;35 tot 40 jaar;2025;366390
217;Totaal over alle leeftijden ;35 tot 40 jaar;2026;371065
218;Totaal over alle leeftijden ;35 tot 40 jaar;2027;375137
219;Totaal over alle leeftijden ;35 tot 40 jaar;2028;379383
220;Totaal over alle leeftijden ;35 tot 40 jaar;2029;384149
221;Totaal over alle leeftijden ;35 tot 40 jaar;2030;388257
222;Totaal over alle leeftijden ;35 tot 40 jaar;2031;390931
223;Totaal over alle leeftijden ;35 tot 40 jaar;2032;393385
224;Totaal over alle leeftijden ;35 tot 40 jaar;2033;396138
225;Totaal over alle leeftijden ;35 tot 40 jaar;2034;399269
226;Totaal over alle leeftijden ;35 tot 40 jaar;2035;401968
227;Totaal over alle leeftijden ;35 tot 40 jaar;2036;404961
228;Totaal over alle leeftijden ;35 tot 40 jaar;2037;406977
229;Totaal over alle leeftijden ;35 tot 40 jaar;2038;407636
230;Totaal over alle leeftijden ;35 tot 40 jaar;2039;406516
231;Totaal over alle leeftijden ;35 tot 40 jaar;2040;404058
232;Totaal over alle leeftijden ;35 tot 40 jaar;2041;400124
233;Totaal over alle leeftijden ;35 tot 40 jaar;2042;396287
234;Totaal over alle leeftijden ;35 tot 40 jaar;2043;392476
235;Totaal over alle leeftijden ;35 tot 40 jaar;2044;389171
236;Totaal over alle leeftijden ;35 tot 40 jaar;2045;386756
237;Totaal over alle leeftijden ;35 tot 40 jaar;2046;385023
238;Totaal over alle leeftijden ;35 tot 40 jaar;2047;383066
239;Totaal over alle leeftijden ;35 tot 40 jaar;2048;381161
240;Totaal over alle leeftijden ;35 tot 40 jaar;2049;378524
241;Totaal over alle leeftijden ;35 tot 40 jaar;2050;376371
242;Totaal over alle leeftijden ;35 tot 40 jaar;2051;374252
243;Totaal over alle leeftijden ;35 tot 40 jaar;2052;373240
244;Totaal over alle leeftijden ;35 tot 40 jaar;2053;372956
245;Totaal over alle leeftijden ;35 tot 40 jaar;2054;373832
246;Totaal over alle leeftijden ;35 tot 40 jaar;2055;374970
247;Totaal over alle leeftijden ;35 tot 40 jaar;2056;377362
248;Totaal over alle leeftijden ;35 tot 40 jaar;2057;380245
249;Totaal over alle leeftijden ;35 tot 40 jaar;2058;384108
250;Totaal over alle leeftijden ;35 tot 40 jaar;2059;388328
251;Totaal over alle leeftijden ;35 tot 40 jaar;2060;392630
252;Totaal over alle leeftijden ;40 tot 45 jaar;2019;391063
253;Totaal over alle leeftijden ;40 tot 45 jaar;2020;387953
254;Totaal over alle leeftijden ;40 tot 45 jaar;2021;390590
255;Totaal over alle leeftijden ;40 tot 45 jaar;2022;392779
256;Totaal over alle leeftijden ;40 tot 45 jaar;2023;394694
257;Totaal over alle leeftijden ;40 tot 45 jaar;2024;395527
258;Totaal over alle leeftijden ;40 tot 45 jaar;2025;398090
259;Totaal over alle leeftijden ;40 tot 45 jaar;2026;399125
260;Totaal over alle leeftijden ;40 tot 45 jaar;2027;402634
261;Totaal over alle leeftijden ;40 tot 45 jaar;2028;408019
262;Totaal over alle leeftijden ;40 tot 45 jaar;2029;413644
263;Totaal over alle leeftijden ;40 tot 45 jaar;2030;418859
264;Totaal over alle leeftijden ;40 tot 45 jaar;2031;424847
265;Totaal over alle leeftijden ;40 tot 45 jaar;2032;429809
266;Totaal over alle leeftijden ;40 tot 45 jaar;2033;434561
267;Totaal over alle leeftijden ;40 tot 45 jaar;2034;439635
268;Totaal over alle leeftijden ;40 tot 45 jaar;2035;443964
269;Totaal over alle leeftijden ;40 tot 45 jaar;2036;446304
270;Totaal over alle leeftijden ;40 tot 45 jaar;2037;448377
271;Totaal over alle leeftijden ;40 tot 45 jaar;2038;450807
272;Totaal over alle leeftijden ;40 tot 45 jaar;2039;453898
273;Totaal over alle leeftijden ;40 tot 45 jaar;2040;456531
274;Totaal over alle leeftijden ;40 tot 45 jaar;2041;459725
275;Totaal over alle leeftijden ;40 tot 45 jaar;2042;461797
276;Totaal over alle leeftijden ;40 tot 45 jaar;2043;462491
277;Totaal over alle leeftijden ;40 tot 45 jaar;2044;461273
278;Totaal over alle leeftijden ;40 tot 45 jaar;2045;458471
279;Totaal over alle leeftijden ;40 tot 45 jaar;2046;453900
280;Totaal over alle leeftijden ;40 tot 45 jaar;2047;449528
281;Totaal over alle leeftijden ;40 tot 45 jaar;2048;445112
282;Totaal over alle leeftijden ;40 tot 45 jaar;2049;441349
283;Totaal over alle leeftijden ;40 tot 45 jaar;2050;438710
284;Totaal over alle leeftijden ;40 tot 45 jaar;2051;436915
285;Totaal over alle leeftijden ;40 tot 45 jaar;2052;434809
286;Totaal over alle leeftijden ;40 tot 45 jaar;2053;432779
287;Totaal over alle leeftijden ;40 tot 45 jaar;2054;429743
288;Totaal over alle leeftijden ;40 tot 45 jaar;2055;427418
289;Totaal over alle leeftijden ;40 tot 45 jaar;2056;425011
290;Totaal over alle leeftijden ;40 tot 45 jaar;2057;424002
291;Totaal over alle leeftijden ;40 tot 45 jaar;2058;423710
292;Totaal over alle leeftijden ;40 tot 45 jaar;2059;424792
293;Totaal over alle leeftijden ;40 tot 45 jaar;2060;426069
294;Totaal over alle leeftijden ;45 tot 50 jaar;2019;480759
295;Totaal over alle leeftijden ;45 tot 50 jaar;2020;460706
296;Totaal over alle leeftijden ;45 tot 50 jaar;2021;439444
297;Totaal over alle leeftijden ;45 tot 50 jaar;2022;421444
298;Totaal over alle leeftijden ;45 tot 50 jaar;2023;407525
299;Totaal over alle leeftijden ;45 tot 50 jaar;2024;401376
300;Totaal over alle leeftijden ;45 tot 50 jaar;2025;398004
301;Totaal over alle leeftijden ;45 tot 50 jaar;2026;400381
302;Totaal over alle leeftijden ;45 tot 50 jaar;2027;402377
303;Totaal over alle leeftijden ;45 tot 50 jaar;2028;403967
304;Totaal over alle leeftijden ;45 tot 50 jaar;2029;404448
305;Totaal over alle leeftijden ;45 tot 50 jaar;2030;406842
306;Totaal over alle leeftijden ;45 tot 50 jaar;2031;408033
307;Totaal over alle leeftijden ;45 tot 50 jaar;2032;411907
308;Totaal over alle leeftijden ;45 tot 50 jaar;2033;417785
309;Totaal over alle leeftijden ;45 tot 50 jaar;2034;423858
310;Totaal over alle leeftijden ;45 tot 50 jaar;2035;429475
311;Totaal over alle leeftijden ;45 tot 50 jaar;2036;436040
312;Totaal over alle leeftijden ;45 tot 50 jaar;2037;441459
313;Totaal over alle leeftijden ;45 tot 50 jaar;2038;446426
314;Totaal over alle leeftijden ;45 tot 50 jaar;2039;451534
315;Totaal over alle leeftijden ;45 tot 50 jaar;2040;455829
316;Totaal over alle leeftijden ;45 tot 50 jaar;2041;457717
317;Totaal over alle leeftijden ;45 tot 50 jaar;2042;459315
318;Totaal over alle leeftijden ;45 tot 50 jaar;2043;461324
319;Totaal over alle leeftijden ;45 tot 50 jaar;2044;464335
320;Totaal over alle leeftijden ;45 tot 50 jaar;2045;467000
321;Totaal over alle leeftijden ;45 tot 50 jaar;2046;470563
322;Totaal over alle leeftijden ;45 tot 50 jaar;2047;472979
323;Totaal over alle leeftijden ;45 tot 50 jaar;2048;474018
324;Totaal over alle leeftijden ;45 tot 50 jaar;2049;472992
325;Totaal over alle leeftijden ;45 tot 50 jaar;2050;470148
326;Totaal over alle leeftijden ;45 tot 50 jaar;2051;465273
327;Totaal over alle leeftijden ;45 tot 50 jaar;2052;460597
328;Totaal over alle leeftijden ;45 tot 50 jaar;2053;455776
329;Totaal over alle leeftijden ;45 tot 50 jaar;2054;451815
330;Totaal over alle leeftijden ;45 tot 50 jaar;2055;449147
331;Totaal over alle leeftijden ;45 tot 50 jaar;2056;447438
332;Totaal over alle leeftijden ;45 tot 50 jaar;2057;445363
333;Totaal over alle leeftijden ;45 tot 50 jaar;2058;443311
334;Totaal over alle leeftijden ;45 tot 50 jaar;2059;440060
335;Totaal over alle leeftijden ;45 tot 50 jaar;2060;437646
336;Totaal over alle leeftijden ;50 tot 55 jaar;2019;449201
337;Totaal over alle leeftijden ;50 tot 55 jaar;2020;453204
338;Totaal over alle leeftijden ;50 tot 55 jaar;2021;455778
339;Totaal over alle leeftijden ;50 tot 55 jaar;2022;455435
340;Totaal over alle leeftijden ;50 tot 55 jaar;2023;450287
341;Totaal over alle leeftijden ;50 tot 55 jaar;2024;437582
342;Totaal over alle leeftijden ;50 tot 55 jaar;2025;419388
343;Totaal over alle leeftijden ;50 tot 55 jaar;2026;400500
344;Totaal over alle leeftijden ;50 tot 55 jaar;2027;384889
345;Totaal over alle leeftijden ;50 tot 55 jaar;2028;372884
346;Totaal over alle leeftijden ;50 tot 55 jaar;2029;367664
347;Totaal over alle leeftijden ;50 tot 55 jaar;2030;364877
348;Totaal over alle leeftijden ;50 tot 55 jaar;2031;367093
349;Totaal over alle leeftijden ;50 tot 55 jaar;2032;368754
350;Totaal over alle leeftijden ;50 tot 55 jaar;2033;369794
351;Totaal over alle leeftijden ;50 tot 55 jaar;2034;369987
352;Totaal over alle leeftijden ;50 tot 55 jaar;2035;372171
353;Totaal over alle leeftijden ;50 tot 55 jaar;2036;373805
354;Totaal over alle leeftijden ;50 tot 55 jaar;2037;378185
355;Totaal over alle leeftijden ;50 tot 55 jaar;2038;384546
356;Totaal over alle leeftijden ;50 tot 55 jaar;2039;391033
357;Totaal over alle leeftijden ;50 tot 55 jaar;2040;397119
358;Totaal over alle leeftijden ;50 tot 55 jaar;2041;404054
359;Totaal over alle leeftijden ;50 tot 55 jaar;2042;409720
360;Totaal over alle leeftijden ;50 tot 55 jaar;2043;414627
361;Totaal over alle leeftijden ;50 tot 55 jaar;2044;419366
362;Totaal over alle leeftijden ;50 tot 55 jaar;2045;423290
363;Totaal over alle leeftijden ;50 tot 55 jaar;2046;424792
364;Totaal over alle leeftijden ;50 tot 55 jaar;2047;426033
365;Totaal over alle leeftijden ;50 tot 55 jaar;2048;427676
366;Totaal over alle leeftijden ;50 tot 55 jaar;2049;430417
367;Totaal over alle leeftijden ;50 tot 55 jaar;2050;432890
368;Totaal over alle leeftijden ;50 tot 55 jaar;2051;436294
369;Totaal over alle leeftijden ;50 tot 55 jaar;2052;438478
370;Totaal over alle leeftijden ;50 tot 55 jaar;2053;439355
371;Totaal over alle leeftijden ;50 tot 55 jaar;2054;438346
372;Totaal over alle leeftijden ;50 tot 55 jaar;2055;435501
373;Totaal over alle leeftijden ;50 tot 55 jaar;2056;430761
374;Totaal over alle leeftijden ;50 tot 55 jaar;2057;426271
375;Totaal over alle leeftijden ;50 tot 55 jaar;2058;421640
376;Totaal over alle leeftijden ;50 tot 55 jaar;2059;418036
377;Totaal over alle leeftijden ;50 tot 55 jaar;2060;415679
378;Totaal over alle leeftijden ;55 tot 60 jaar;2019;306572
379;Totaal over alle leeftijden ;55 tot 60 jaar;2020;315638
380;Totaal over alle leeftijden ;55 tot 60 jaar;2021;321988
381;Totaal over alle leeftijden ;55 tot 60 jaar;2022;325616
382;Totaal over alle leeftijden ;55 tot 60 jaar;2023;328379
383;Totaal over alle leeftijden ;55 tot 60 jaar;2024;330578
384;Totaal over alle leeftijden ;55 tot 60 jaar;2025;334294
385;Totaal over alle leeftijden ;55 tot 60 jaar;2026;336407
386;Totaal over alle leeftijden ;55 tot 60 jaar;2027;335682
387;Totaal over alle leeftijden ;55 tot 60 jaar;2028;331272
388;Totaal over alle leeftijden ;55 tot 60 jaar;2029;321855
389;Totaal over alle leeftijden ;55 tot 60 jaar;2030;309474
390;Totaal over alle leeftijden ;55 tot 60 jaar;2031;296700
391;Totaal over alle leeftijden ;55 tot 60 jaar;2032;286507
392;Totaal over alle leeftijden ;55 tot 60 jaar;2033;278608
393;Totaal over alle leeftijden ;55 tot 60 jaar;2034;275449
394;Totaal over alle leeftijden ;55 tot 60 jaar;2035;273874
395;Totaal over alle leeftijden ;55 tot 60 jaar;2036;275835
396;Totaal over alle leeftijden ;55 tot 60 jaar;2037;277110
397;Totaal over alle leeftijden ;55 tot 60 jaar;2038;277824
398;Totaal over alle leeftijden ;55 tot 60 jaar;2039;278236
399;Totaal over alle leeftijden ;55 tot 60 jaar;2040;280467
400;Totaal over alle leeftijden ;55 tot 60 jaar;2041;282651
401;Totaal over alle leeftijden ;55 tot 60 jaar;2042;286877
402;Totaal over alle leeftijden ;55 tot 60 jaar;2043;292409
403;Totaal over alle leeftijden ;55 tot 60 jaar;2044;297780
404;Totaal over alle leeftijden ;55 tot 60 jaar;2045;302872
405;Totaal over alle leeftijden ;55 tot 60 jaar;2046;308568
406;Totaal over alle leeftijden ;55 tot 60 jaar;2047;313102
407;Totaal over alle leeftijden ;55 tot 60 jaar;2048;316701
408;Totaal over alle leeftijden ;55 tot 60 jaar;2049;319793
409;Totaal over alle leeftijden ;55 tot 60 jaar;2050;322218
410;Totaal over alle leeftijden ;55 tot 60 jaar;2051;322782
411;Totaal over alle leeftijden ;55 tot 60 jaar;2052;323212
412;Totaal over alle leeftijden ;55 tot 60 jaar;2053;324037
413;Totaal over alle leeftijden ;55 tot 60 jaar;2054;325912
414;Totaal over alle leeftijden ;55 tot 60 jaar;2055;327658
415;Totaal over alle leeftijden ;55 tot 60 jaar;2056;330098
416;Totaal over alle leeftijden ;55 tot 60 jaar;2057;331490
417;Totaal over alle leeftijden ;55 tot 60 jaar;2058;331851
418;Totaal over alle leeftijden ;55 tot 60 jaar;2059;330885
419;Totaal over alle leeftijden ;55 tot 60 jaar;2060;328467
420;Totaal over alle leeftijden ;60 tot 65 jaar;2019;146556
421;Totaal over alle leeftijden ;60 tot 65 jaar;2020;153657
422;Totaal over alle leeftijden ;60 tot 65 jaar;2021;160236
423;Totaal over alle leeftijden ;60 tot 65 jaar;2022;166248
424;Totaal over alle leeftijden ;60 tot 65 jaar;2023;171961
425;Totaal over alle leeftijden ;60 tot 65 jaar;2024;177811
426;Totaal over alle leeftijden ;60 tot 65 jaar;2025;182702
427;Totaal over alle leeftijden ;60 tot 65 jaar;2026;185916
428;Totaal over alle leeftijden ;60 tot 65 jaar;2027;187348
429;Totaal over alle leeftijden ;60 tot 65 jaar;2028;188354
