ID;LeeftijdReferentiepersoon;HerkomstgroeperingReferentiepersoon;GeneratieReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
0;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2011;7447323.0;2705462.0;4193307.0;495169.0;53385.0
1;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2012;7509867.0;2743216.0;4210450.0;502848.0;53354.0
2;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2013;7572324.0;2781304.0;4227212.0;510215.0;53594.0
3;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2014;7632062.0;2818443.0;4243205.0;516545.0;53869.0
4;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2015;7689084.0;2854657.0;4258283.0;522009.0;54136.0
5;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2016;7744271.0;2890597.0;4272512.0;526756.0;54406.0
6;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2017;7798583.0;2927195.0;4285895.0;530766.0;54727.0
7;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2018;7852456.0;2964770.0;4298410.0;534176.0;55100.0
8;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2019;7906011.0;3003317.0;4310075.0;537102.0;55517.0
9;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2020;7958873.0;3042053.0;4320844.0;540043.0;55933.0
10;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2021;8010472.0;3080993.0;4330618.0;542517.0;56344.0
11;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2022;8060449.0;3120080.0;4339327.0;544279.0;56763.0
12;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2023;8108024.0;3158557.0;4346778.0;545550.0;57140.0
13;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2024;8152737.0;3196098.0;4352712.0;546457.0;57471.0
14;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2025;8194438.0;3232709.0;4356957.0;547016.0;57756.0
15;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2026;8232947.0;3268305.0;4359312.0;547331.0;58000.0
16;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2027;8268494.0;3303044.0;4359660.0;547550.0;58240.0
17;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2028;8301064.0;3336907.0;4357987.0;547686.0;58484.0
18;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2029;8330459.0;3369547.0;4354342.0;547854.0;58716.0
19;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2030;8356596.0;3400741.0;4348874.0;548050.0;58932.0
20;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2031;8379462.0;3430183.0;4341765.0;548367.0;59147.0
21;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2032;8399260.0;3458146.0;4333235.0;548523.0;59356.0
22;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2033;8416281.0;3484439.0;4323484.0;548784.0;59575.0
23;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2034;8430760.0;3509078.0;4312742.0;549136.0;59804.0
24;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2035;8442894.0;3532095.0;4301186.0;549577.0;60036.0
25;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2036;8453086.0;3553335.0;4289039.0;550438.0;60274.0
26;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2037;8461375.0;3573239.0;4276509.0;551119.0;60509.0
27;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2038;8468085.0;3591586.0;4263825.0;551917.0;60757.0
28;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2039;8473417.0;3608448.0;4251197.0;552751.0;61021.0
29;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2040;8477599.0;3623886.0;4238807.0;553612.0;61294.0
30;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2041;8480834.0;3638081.0;4226774.0;554407.0;61572.0
31;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2042;8483274.0;3651087.0;4215208.0;555139.0;61841.0
32;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2043;8485010.0;3662982.0;4204176.0;555746.0;62106.0
33;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2044;8486144.0;3673842.0;4193718.0;556222.0;62362.0
34;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2045;8486674.0;3683656.0;4183875.0;556536.0;62607.0
35;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2046;8486581.0;3692415.0;4174685.0;556647.0;62834.0
36;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2047;8485954.0;3700177.0;4166163.0;556571.0;63043.0
37;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2048;8484744.0;3706856.0;4158329.0;556324.0;63235.0
38;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2049;8482937.0;3712411.0;4151203.0;555913.0;63410.0
39;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2050;8480514.0;3716768.0;4144807.0;555384.0;63555.0
40;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2051;8477474.0;3719903.0;4139145.0;554746.0;63681.0
41;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2052;8473834.0;3721808.0;4134241.0;554003.0;63782.0
42;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2053;8469665.0;3722475.0;4130132.0;553200.0;63859.0
43;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2054;8465078.0;3721996.0;4126844.0;552330.0;63909.0
44;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2055;8460205.0;3720479.0;4124376.0;551420.0;63930.0
45;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2056;8455211.0;3718042.0;4122750.0;550482.0;63938.0
46;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2057;8450266.0;3714886.0;4121924.0;549520.0;63936.0
47;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2058;8445522.0;3711135.0;4121892.0;548573.0;63922.0
48;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2059;8441146.0;3707002.0;4122598.0;547646.0;63900.0
49;4;Totaal herkomstgroepering;Totaal van de bevolkingsgroep;2060;8437309.0;3702679.0;4123994.0;546768.0;63868.0
50;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2011;996882.0;413652.0;438213.0;124015.0;21002.0
51;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2012;1017817.0;424514.0;445151.0;126907.0;21245.0
52;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2013;1037833.0;434662.0;452120.0;129598.0;21453.0
53;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2014;1057090.0;444088.0;459229.0;132172.0;21602.0
54;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2015;1075552.0;453060.0;466210.0;134581.0;21701.0
55;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2016;1093093.0;461897.0;472734.0;136673.0;21789.0
56;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2017;1109821.0;470319.0;478999.0;138647.0;21856.0
57;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2018;1126107.0;478592.0;485127.0;140487.0;21900.0
58;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2019;1141618.0;486465.0;491066.0;142170.0;21916.0
59;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2020;1156511.0;494142.0;496693.0;143758.0;21918.0
60;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2021;1171025.0;502039.0;502004.0;145064.0;21919.0
61;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2022;1184893.0;509612.0;507124.0;146241.0;21916.0
62;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2023;1198613.0;517324.0;512082.0;147298.0;21909.0
63;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2024;1211688.0;524864.0;516729.0;148193.0;21902.0
64;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2025;1224476.0;532451.0;521150.0;148983.0;21893.0
65;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2026;1236942.0;540247.0;525245.0;149559.0;21891.0
66;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2027;1248971.0;547668.0;529307.0;150113.0;21884.0
67;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2028;1260918.0;555287.0;533154.0;150596.0;21881.0
68;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2029;1272370.0;562815.0;536717.0;150963.0;21875.0
69;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2030;1283530.0;570216.0;540152.0;151297.0;21865.0
70;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2031;1294487.0;577619.0;543455.0;151559.0;21854.0
71;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2032;1305097.0;584581.0;546857.0;151817.0;21842.0
72;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2033;1315621.0;591616.0;550162.0;152006.0;21837.0
73;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2034;1325836.0;598634.0;553237.0;152123.0;21843.0
74;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2035;1335909.0;605533.0;556293.0;152232.0;21852.0
75;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2036;1345894.0;612287.0;559310.0;152433.0;21865.0
76;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2037;1355772.0;618751.0;562458.0;152687.0;21875.0
77;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2038;1365536.0;625203.0;565579.0;152863.0;21890.0
78;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2039;1375056.0;631612.0;568519.0;153010.0;21915.0
79;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2040;1384321.0;637814.0;571383.0;153178.0;21945.0
80;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2041;1393490.0;643858.0;574207.0;153446.0;21979.0
81;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2042;1402348.0;649495.0;577039.0;153802.0;22012.0
82;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2043;1411052.0;655144.0;579772.0;154085.0;22052.0
83;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2044;1419487.0;660696.0;582362.0;154326.0;22103.0
84;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2045;1427637.0;666085.0;584818.0;154572.0;22162.0
85;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2046;1435529.0;671215.0;587174.0;154910.0;22231.0
86;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2047;1443170.0;676093.0;589467.0;155302.0;22307.0
87;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2048;1450540.0;680837.0;591655.0;155655.0;22393.0
88;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2049;1457738.0;685556.0;593694.0;155991.0;22497.0
89;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2050;1464688.0;690116.0;595606.0;156350.0;22617.0
90;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2051;1471342.0;694406.0;597423.0;156771.0;22742.0
91;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2052;1477695.0;698391.0;599233.0;157206.0;22864.0
92;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2053;1483781.0;702148.0;601032.0;157622.0;22979.0
93;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2054;1489592.0;705678.0;602783.0;158041.0;23090.0
94;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2055;1495105.0;708929.0;604531.0;158449.0;23196.0
95;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2056;1500300.0;711853.0;606276.0;158875.0;23297.0
96;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2057;1505253.0;714530.0;608055.0;159272.0;23395.0
97;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2058;1510046.0;717074.0;609807.0;159672.0;23492.0
98;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2059;1514611.0;719371.0;611574.0;160083.0;23583.0
99;4;Totaal herkomstgroepering;Eerstegeneratieallochtoon;2060;1519031.0;721498.0;613385.0;160477.0;23670.0
100;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2011;532817.0;225071.0;257795.0;43125.0;6825.0
101;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2012;548239.0;232504.0;263645.0;45052.0;7038.0
102;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2013;563819.0;240010.0;269580.0;46948.0;7281.0
103;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2014;579325.0;247156.0;275821.0;48840.0;7508.0
104;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2015;594565.0;254097.0;282095.0;50648.0;7725.0
105;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2016;610051.0;261092.0;288543.0;52480.0;7936.0
106;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2017;625896.0;268233.0;295264.0;54260.0;8138.0
107;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2018;641977.0;275501.0;302156.0;55976.0;8344.0
108;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2019;658313.0;282816.0;309242.0;57702.0;8552.0
109;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2020;675014.0;290281.0;316558.0;59417.0;8757.0
110;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2021;692022.0;297916.0;324026.0;61117.0;8963.0
111;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2022;709217.0;305553.0;331737.0;62776.0;9151.0
112;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2023;726362.0;312993.0;339670.0;64383.0;9316.0
113;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2024;743158.0;320090.0;347610.0;65994.0;9463.0
114;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2025;760069.0;327189.0;355729.0;67559.0;9591.0
115;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2026;776907.0;334164.0;363937.0;69108.0;9697.0
116;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2027;793590.0;341006.0;372181.0;70617.0;9787.0
117;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2028;810145.0;347745.0;380433.0;72108.0;9859.0
118;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2029;826322.0;354248.0;388556.0;73597.0;9921.0
119;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2030;842349.0;360530.0;396830.0;75028.0;9960.0
120;4;Totaal herkomstgroepering;Tweedegeneratieallochtoon;2031;858374.0;366749.0;405196.0;76437.0;9992.0
