ID;WijkenEnBuurten;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;Werkloosheidsuitkering_5;Bijstandsuitkering_6;Arbeidsongeschiktheidsuitkering_7;AOWUitkering_8;Werkloosheidsuitkering_9;Bijstandsuitkering_10;Arbeidsongeschiktheidsuitkering_11;AOWUitkering_12;InwonersVanaf15Jaar_13;InwonersVanaf15JrTotAOWLeeftijd_14;InwonersVanafDeAOWLeeftijd_15
0;Totaal;2022 maart;                                        ;        ;NL00      ;;157410.0;405860.0;789600.0;3538410.0;;;;;;;
1;Totaal;2022 juni;                                        ;        ;NL00      ;;133490.0;401710.0;782660.0;3551930.0;;;;;;;
2;Totaal;2022 september;                                        ;        ;NL00      ;;132440.0;396680.0;782860.0;3569220.0;;;;;;;
3;Totaal;2022 december;                                        ;        ;NL00      ;;132720.0;396720.0;783380.0;3588840.0;;;;;;;
4;Nederland;2022 maart;                                        ;        ;NL01      ;;155580.0;405720.0;763860.0;3196770.0;1.0;3.0;5.0;21.0;14919350.0;11709940.0;3209400.0
5;Nederland;2022 juni;                                        ;        ;NL01      ;;132070.0;401570.0;756800.0;3211430.0;1.0;3.0;5.0;21.0;14978560.0;11752140.0;3226410.0
6;Nederland;2022 september;                                        ;        ;NL01      ;;130790.0;396530.0;756820.0;3230120.0;1.0;3.0;5.0;22.0;15051530.0;11806000.0;3245530.0
7;Nederland;2022 december;                                        ;        ;NL01      ;;130320.0;396600.0;757220.0;3245870.0;1.0;3.0;5.0;22.0;15081390.0;11819720.0;3261670.0
8;Buitenland;2022 maart;                                        ;        ;NL98      ;;1830.0;130.0;25720.0;341530.0;;;;;;;
9;Buitenland;2022 juni;                                        ;        ;NL98      ;;1420.0;130.0;25840.0;340390.0;;;;;;;
10;Buitenland;2022 september;                                        ;        ;NL98      ;;1640.0;150.0;26040.0;339100.0;;;;;;;
11;Buitenland;2022 december;                                        ;        ;NL98      ;;2400.0;110.0;26150.0;342960.0;;;;;;;
12;Aa en Hunze;2022 maart;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;220.0;340.0;1120.0;6380.0;1.0;2.0;5.0;29.0;22160.0;15770.0;6390.0
13;Aa en Hunze;2022 juni;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;170.0;330.0;1110.0;6390.0;1.0;2.0;5.0;29.0;22230.0;15820.0;6400.0
14;Aa en Hunze;2022 september;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;160.0;330.0;1120.0;6450.0;1.0;2.0;5.0;29.0;22250.0;15790.0;6460.0
15;Aa en Hunze;2022 december;Aa en Hunze                             ;Gemeente;GM1680    ;1.0;170.0;330.0;1100.0;6480.0;1.0;2.0;5.0;29.0;22270.0;15780.0;6490.0
16;Wijk 00 Annen;2022 maart;Aa en Hunze                             ;Wijk    ;WK168000  ;1.0;30.0;40.0;110.0;880.0;1.0;1.0;3.0;29.0;3080.0;2200.0;880.0
17;Wijk 00 Annen;2022 juni;Aa en Hunze                             ;Wijk    ;WK168000  ;1.0;20.0;30.0;110.0;870.0;1.0;1.0;3.0;29.0;3060.0;2190.0;870.0
18;Wijk 00 Annen;2022 september;Aa en Hunze                             ;Wijk    ;WK168000  ;1.0;20.0;40.0;110.0;880.0;1.0;1.0;3.0;29.0;3060.0;2180.0;880.0
19;Wijk 00 Annen;2022 december;Aa en Hunze                             ;Wijk    ;WK168000  ;1.0;20.0;40.0;100.0;910.0;1.0;1.0;3.0;29.0;3090.0;2190.0;910.0
20;Annen;2022 maart;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;30.0;30.0;100.0;840.0;1.0;1.0;4.0;29.0;2940.0;2100.0;840.0
21;Annen;2022 juni;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;20.0;30.0;100.0;830.0;1.0;1.0;4.0;28.0;2920.0;2090.0;830.0
22;Annen;2022 september;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;20.0;40.0;100.0;840.0;1.0;1.0;4.0;29.0;2920.0;2090.0;840.0
23;Annen;2022 december;Aa en Hunze                             ;Buurt   ;BU16800000;1.0;20.0;40.0;100.0;860.0;1.0;1.0;3.0;29.0;2960.0;2090.0;860.0
24;Verspreide huizen Annen;2022 maart;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;1.0;1.0;2.0;31.0;140.0;100.0;40.0
25;Verspreide huizen Annen;2022 juni;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;1.0;1.0;2.0;31.0;140.0;100.0;40.0
26;Verspreide huizen Annen;2022 september;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;0.0;0.0;2.0;32.0;140.0;100.0;40.0
27;Verspreide huizen Annen;2022 december;Aa en Hunze                             ;Buurt   ;BU16800009;1.0;0.0;0.0;0.0;40.0;0.0;0.0;2.0;32.0;140.0;90.0;40.0
28;Wijk 01 Eext;2022 maart;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;40.0;290.0;1.0;2.0;3.0;23.0;1260.0;960.0;290.0
29;Wijk 01 Eext;2022 juni;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;40.0;300.0;1.0;2.0;3.0;24.0;1250.0;950.0;300.0
30;Wijk 01 Eext;2022 september;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;40.0;300.0;1.0;2.0;3.0;24.0;1260.0;960.0;300.0
31;Wijk 01 Eext;2022 december;Aa en Hunze                             ;Wijk    ;WK168001  ;1.0;10.0;20.0;40.0;300.0;1.0;2.0;3.0;24.0;1260.0;950.0;300.0
32;Eext;2022 maart;Aa en Hunze                             ;Buurt   ;BU16800100;1.0;10.0;20.0;30.0;240.0;1.0;2.0;3.0;22.0;1090.0;850.0;240.0
